Filename,Ticker,Year,Sentence
GLO_2020.txt,GLO,2020," Full year consolidated service revenues posted a 2% decline from the record level revenues of ₱149.0 billion last year to only ₱146.4 billion in 2020, due mainly to the impact of the pandemic and the extended quarantine restrictions to most business segments except for Home Broadband."
GLO_2020.txt,GLO,2020,"The robust performance of Home Broadband was offset by Mobile, Corporate Data and Fixed line Voice, which all registered a decline against last year."
GLO_2020.txt,GLO,2020,"The significant growth in data revenue, which accounts for 76% of total service revenues mainly fueled this year’s performance, as millions logged in from home for work, business, education, entertainment, telehealth and other online services."
GLO_2020.txt,GLO,2020,o Mobile business revenues as of end-December of 2020 slid by 7% from nearly ₱111.0 billion last year to ₱103.1 billion this year mainly due to the negative effects of the ECQ/MECQ period.
GLO_2020.txt,GLO,2020,"Mobile revenues improved in the second half of the year with higher prepaid top-up levels and postpaid subscriber acquisitions, as the country reopened business activities, bringing back jobs and increasing the mobility of Filipinos, albeit below full capacities under GCQ/Modified GCQ."
GLO_2020.txt,GLO,2020,"o Buoyed by the robust demand for fast and reliable internet connection, the Home Broadband business enjoyed a banner year with double-digit growth, posting a 23% year-"
GLO_2020.txt,GLO,2020,on-year increase from the ₱21.7 billion posted in 2019 to a record ₱26.8 billion as of end- December of 2020.
GLO_2020.txt,GLO,2020,"The outstanding performance of the Home Broadband business was largely driven by the continued subscriber base expansion and increased demand for Home Prepaid Wi-Fi. o Despite the improvement in Corporate Data revenues in the fourth quarter, full year revenues remained lower versus last year at ₱12.5 billion, or 3% year-on-year decline."
GLO_2020.txt,GLO,2020,"Corporate Data’s drop in yearly revenues was attributed to lower domestic and international services, partly cushioned by higher information and communication technology (ICT) revenues."
GLO_2020.txt,GLO,2020,o Fixed line Voice revenues likewise were lower year-on-year by 2%.
GLO_2020.txt,GLO,2020," Non-telco products and services, on the other hand, generated a total of P1.3 billion revenues as of end-December 2020, or up by 99% from last year mostly coming from ECPay and Yondu."
GLO_2020.txt,GLO,2020, Total operating expenses and subsidy as of end-December 2020 amounted to ₱72.9 billion from nearly ₱73.0 billion in 2019.
GLO_2020.txt,GLO,2020,"The increases from trade provisions, subsidy, staff costs, rent, and repairs & maintenance were muted by the decline in interconnection fees, utilities and services."
GLO_2020.txt,GLO,2020," Total depreciation and amortization expenses for the year rose to ₱35.4 billion from ₱34.1 billion reported in 2019, given Globe’s continued massive network investments despite the pandemic."
GLO_2020.txt,GLO,2020," Overall, Globe ended the year with total costs and expenses at ₱108.3 billion or 1% higher from ₱107.1 billion a year ago, due to increases across many expense line items except for interconnect costs, utilities and services."
GLO_2020.txt,GLO,2020,"Higher expenses for the period were mainly to support management strategies, business, and data-network expansion."
GLO_2020.txt,GLO,2020," Globe’s consolidated EBITDA, which totaled ₱73.5 billion, was below last year’s level of ₱76.0 billion mainly due to COVID-19 that impacted the topline figures."
GLO_2020.txt,GLO,2020,EBITDA margin likewise declined to 50% from last year’s 51%.
GLO_2020.txt,GLO,2020,"Excluding the one-time additional provisions for doubtful accounts booked in the first half of the year amounting to ₱1.9 billion and the ₱0.7 billion other income, normalized EBITDA would have been ₱74.8 billion or 2% lower versus last year."
GLO_2020.txt,GLO,2020,This would have translated to a 51% normalized EBITDA margin which is at par compared to 2019.
GLO_2020.txt,GLO,2020," Non-operating charges grew year-on-year by 21%, due to the one-time impairment loss amounting to ₱4.2 billion largely from the network change out covering the full sunset of the 3G assets and the existing copper infrastructure, as partly offset by the gain of ₱2.4 billion mostly from the deemed sale of investment in Mynt following a third-party infusion by Bow Wave and loan revaluation."
GLO_2020.txt,GLO,2020," The Globe Group ended year with consolidated net income of ₱18.6 billion, sliding by 16% from the reported net income in 2019."
GLO_2020.txt,GLO,2020,"This was mainly attributed to the 3% decline in EBITDA, 4% increase in depreciation expenses and 21% increase in non-operating charges."
GLO_2020.txt,GLO,2020,"Excluding the impact of the extraordinary items booked this year, normalized net income would have been ₱20.4 billion, or 8% lower from a year ago."
GLO_2020.txt,GLO,2020," Globe's core net income, which excludes the impact of non-recurring charges, one-time gain, foreign exchange gains and mark-to-market charges, stood at ₱19.5 billion, down by 13% year- on-year."
GLO_2020.txt,GLO,2020," Total cash capital expenditures as of end-December 2020 stood at ₱60.3 billion, 18% higher than last year's level of ₱51.0 billion."
GLO_2020.txt,GLO,2020,"About 86% of the total capex for the period was spent on data network with the Company’s continued focus on increasing capacity, cell site upgrades and fast- track fiberization of Filipino homes nationwide for better internet experience."
GLO_2020.txt,GLO,2020,"The Globe Group ended the year with total operating revenues of ₱160.5 billion, down by 4% from the ₱166.7 billion recorded last year."
GLO_2020.txt,GLO,2020,This was driven by the 2% year-on-year decline in the topline to reach only ₱146.4 billion in 2020 from ₱149.0 billion in 2019.
GLO_2020.txt,GLO,2020,The COVID-19 pandemic and the extended quarantine restrictions adversely affected most business segments except for Home Broadband.
