Filename,Ticker,Year,Sentence
AP_2018.txt,AP,2018,"Share in net earnings in associates and joint ventures declined by 7% in 2018 compared to 2017 due to decreases in contributions from WMPC, SPPC, RP Energy, SFELAPCO, and large hydropower plants, SN Aboitiz Power-Magat and SN Aboitiz Power-Benguet."
AP_2018.txt,AP,2018,Lower income contributions attributable to large hydropower plants were due to a lower hydrology in 2018 compared to the higher than usual hydrology levels during 2017.
AP_2018.txt,AP,2018,"Consolidated EBITDA increased by 8% in 2018, primarily due to the fresh contributions from PEC and Hedcor Bukidnon, which commenced commercial operations in March 2018 and July 2018, respectively, and further augmented by higher contributions from GMCP due to higher availability factor in 2018 as compared to the previous year."
AP_2018.txt,AP,2018,These were largely offset by lower contributions arising from: (i) TSI due to higher operating costs; and (ii) TMO due to expiration of power supply contracts in 2018.
AP_2018.txt,AP,2018,"During 2018, cash and cash equivalents increased by ₱10.64 bn, due to higher operating cash flows, proceeds from debt-raising activities at parent, and proceeds of the long-term debts of GMCP and TVI."
AP_2018.txt,AP,2018,"In 2018, the Company also managed to return the same levels of cash dividends to its shareholders, and deploy financial resources to continue the construction of various greenfield projects."
AP_2018.txt,AP,2018,"Current ratio at the end of 2018 was at 1.89x from the previous year’s 1.38x, due to the 31% increase in current assets and 5% decrease in current liabilities."
AP_2018.txt,AP,2018,"Debt-to-equity ratio as of December 31, 2018 was at 1.85, lower than the 1.92 recorded at the end of 2017."
AP_2018.txt,AP,2018,"Net income for 2018 increased 6% Year-on-Year (YOY), from ₱20.42 bn in 2017 to ₱21.71 bn in 2018."
AP_2018.txt,AP,2018,This translated to earnings per share of ₱2.95.
AP_2018.txt,AP,2018,"During 2018, the Company recognized non-recurring losses of ₱2.08 bn (versus 2017’s loss of ₱2.93 bn) mainly resulting from: (i) foreign exchange (forex) losses from revaluation of dollar-denominated liabilities; and (ii) asset impairment."
AP_2018.txt,AP,2018,"Adjusting for these one-off losses, the Company’s core net income for 2018 amounted to ₱23.78 bn, up by 2% YoY.  The power generation group and RES’ income contribution for 2018 was ₱19.96 bn, up 12% YoY."
