filename,sentence
AP_2017.txt,"Share in net earnings in associates and joint ventures grew by 29% in 2017, as contributions from SN Aboitiz Power-Magat and SN Aboitiz Power-Benguet increased."
AP_2017.txt,The improved hydrology experienced by both companies during the first half of 2017 led to higher revenues.
AP_2017.txt,"The primary driver of the 25% growth in EBITDA during 2017 was the full year EBITDA contributions of GNPower Mariveles, which was acquired by the Company at the close of 2016."
AP_2017.txt,"Supported by increased cash flows from operations and inflows from new loans, the Company continued to infuse capital to its Subsidiaries in 2017 to complete various projects, made timely payments on its obligations, and distributed dividends to its shareholders."
AP_2017.txt,"During 2017, net outflows relating to financing and investing activities outpaced cash inflow from operations, which led to the ₱11.34 bn decrease in cash and cash equivalents as of year-end 2017."
AP_2017.txt,"Current ratio at the end of 2017 was 1.38x, down from end-2016’s 2.25x."
AP_2017.txt,"This was driven by the 8% decrease in current assets mainly due to the decrease in cash and cash equivalents, coupled with a 50% increase in current liabilities as certain long-term debt are expected to fall due in 2018."
AP_2017.txt,"Debt-to-equity ratio as of December 31, 2017 was at 1.92:1, down from end-2016’s 2.18:1, as long-term debts were paid down in 2017."
AP_2017.txt,"The Company’s net income for 2017 increased to ₱20.42 bn from ₱20.00 bn in 2016, a 2% year-on-year (YoY) increase."
AP_2017.txt,This translated to earnings per share of ₱2.77 for 2017.
AP_2017.txt,"During 2017, the Company recognized non- recurring losses of ₱2.90 bn (versus 2016’s non-recurring loss of ₱611 mn), primarily due to asset impairment costs related to Aseagas and debt prepayment costs on an existing loan of GNPower Mariveles, which were partially offset by a one-off recognition of lower interest expense from an acquired loan."
AP_2017.txt,"Without these one-off adjustments, the Company’s core net income grew to ₱23.35 bn in 2017 from ₱20.61 bn in 2016, or an increase of 13% YoY."
AP_2017.txt,"On a full year basis, the power generation group recorded a consolidated EBITDA share of ₱38.79 bn in 2017, up 27% YoY, and accounted for 83% of the EBITDA contributions from the Company’s business segments."
AP_2017.txt,"This was driven by the full-year fresh contribution from GNPower Mariveles, and the higher EBITDA of the hydro group as power generation increased during 2017 due to higher water inflows."
AP_2017.txt,"At the core net income level, the power generation group grew 18% YoY, from ₱17.16 bn in 2016 to ₱20.20 bn in 2017."
AP_2017.txt,"Non-recurring charges relating to impairment costs, prepayment charges on GNPower Mariveles’ loan upon refinancing, and the one-off recognition of lower interest expense from the foregoing acquired loan, brought the power generation group’s net income contribution in 2017 to ₱17.07 bn."
AP_2017.txt,"The Company’s capacity sold increased by 41% YoY, from 2,223 MW in 2016 to 3,124 MW in 2017."
AP_2017.txt,"This was mainly driven by the additional capacities from GNPower Mariveles, increased generation by its HEPPs, and additional capacities contracted."
AP_2017.txt,"The distribution group’s EBITDA increased by 14% YoY, to ₱7.76 bn in 2017."
