Filename,Ticker,Year,Sentence
WLCON_2017.txt,WLCON,2017,"The Company generated net sales of P17.748 billion for the year ended December 31, 2017."
WLCON_2017.txt,WLCON,2017,"Its flagship format, the depot, accounted for 96.9% or 17.198 billion, while sales generated by the smaller format (known as ""home essentials"") stores comprised the remaining 3.1% or P550 million of total net sales."
WLCON_2017.txt,WLCON,2017,"During the year, the Company opened five new depots, bringing the total numberof stores to 41 (35 depots and six home essentials) by the end of 2017."
WLCON_2017.txt,WLCON,2017,The Company opened branches in first class cities located in provinces where Wilcon Depot has no presence yet.
WLCON_2017.txt,WLCON,2017,"Two stores were opened in Mindanao, in southern Philippines, two in the Visayas in the central part of the country and one in Central Luzon, which is located north of the capital Manila."
WLCON_2017.txt,WLCON,2017,These are some of the areas that were targeted by the Company as having the potential for sustainable growth.
WLCON_2017.txt,WLCON,2017,Sales from these new stores already comprised 2.5% of total sales for the year and are expected to contribute more to the Company's revenues in the future as these areas advance in their growth track.
WLCON_2017.txt,WLCON,2017,"For theperiod ended December 31, 2016, net sales totaled P12.298 billion, representing net sales for the period beginning April 01, 2016, the start of commercial operations."
WLCON_2017.txt,WLCON,2017,Sales from depotsaccounted for 96.7% while sales from the home essentials stores accounted for the remainder 3.3% of total net sales for the period.
WLCON_2017.txt,WLCON,2017,"In 2016, two depot format stores were opened, in Molino, Cavite and Santa Rosa, Laguna, both areas are located in the highly progressive region immediately south of Metro Manila."
WLCON_2017.txt,WLCON,2017,"Cost of sales closed at P12.482 billion, resulting in a gross profit margin o f29.7% for the year ended December 31, 2017."
WLCON_2017.txt,WLCON,2017,"For the period ended December 31, 2016, cost of sales is reported a tP8.999 billion for a gross profit margin of26.8%."
WLCON_2017.txt,WLCON,2017,"Improvement in gross profit margin may be attributedmainly to, the increase in the contribution to total net sales of higher margin products."
WLCON_2017.txt,WLCON,2017,The Company's operating expenses totaled P3.596 billion by the end of 2017.
WLCON_2017.txt,WLCON,2017,"Biggest contributors to operating expenses include rent, outsourced services, and salaries and wages, accounting for 59.4% of the total."
WLCON_2017.txt,WLCON,2017,Operating expenses accounted for 20.3% of total net sales.
WLCON_2017.txt,WLCON,2017,"For the yearended December 31, 2016, operating expenses totaled P2.287 billion, with rent expense, salaries and wages, and outsourced services cost accounting for 61.3% of total operating expenses."
WLCON_2017.txt,WLCON,2017,Operating expenses for 2016 comprised 18.6% of total net sales.
WLCON_2017.txt,WLCON,2017,"Other than the difference in the length of operating period, the upsurge in operating expenses as a percentage of sales is primarily attributed to the increase in front-loaded expenses associated with new store openings."
WLCON_2017.txt,WLCON,2017,"Interest expense for the periods ended December 31, 2017 and 2016 amounted to P21.8 million and P30.2 million, respectively."
WLCON_2017.txt,WLCON,2017,The decrease in interest expense is due to repayments of short-term and long-term debtsfrom the proceeds of the initial public offering and internally generated funds.
WLCON_2017.txt,WLCON,2017,"For the year ended December 31, 2017, the Company generated a net otherincome of P185.3 million consisting of interest income from money market placements and AFS financial asset, rent income from gondola lightings, facade billboards, display windows and other income representing amounts charged to and from suppliers for the use of billboards, signage, and other reimbursable costs."
WLCON_2017.txt,WLCON,2017,"Other income (charges) during the period December 31, 2016 closed at P33.7 million."
WLCON_2017.txt,WLCON,2017,"Other than the length of operating period covered, the substantial jump in Other income (charges) are mainly due to the increase in interest income from P668 thousand to P115.8 million by the end of 2017, generated from money market placements of the IPO proceeds and higher non-recurring miscellaneous income earned in 2017."
WLCON_2017.txt,WLCON,2017,"EBITDA for the year ended December 31, 2017 reached P1.960 billion, or 11.0% of net sales."
WLCON_2017.txt,WLCON,2017,"EBITDA for the period ended December 31, 2016 is reported at P1.108 billion, or 9.0% of netsales."
WLCON_2017.txt,WLCON,2017,"EBIT for the year 2017 is P1.856 billion or 10.5% of net sales, while for the year 2016 amounted to P1.046 billion, or 8.5% of net sales, respectively."
WLCON_2017.txt,WLCON,2017,Income tax expense for the year netted out at P448.4 million.
WLCON_2017.txt,WLCON,2017,This consisted of current income tax totaling P459.5 million representing regular corporate income tax and a P11.2 million deferred income tax benefit.
WLCON_2017.txt,WLCON,2017,"For the period ended December 31, 2016, the income tax expense netted out at P128.6 million, which consisted of P308.5 million in current income tax expense offset by a deferred income tax benefit of P179.9 million."
WLCON_2017.txt,WLCON,2017,"Net income for the year ended December 31, 2017 reached P1.385 billion for a net profit margin of 7.8% while net income for the period ended December 31, 2016 amountedP886.8 million for a 7.2% net profit margin."
WLCON_2017.txt,WLCON,2017,"Cash and cash equivalents increased by P2.379 billion or 372.8% from P638.1 million at the closeof 2016 to P3.017 billion by end 2017, traceable primarily to the net proceeds generated from the initial public offering of the Company's capital stock amounting to P6.749 billion, which was partly reinvested in retail treasury bonds and money market placements; used to pay off bank debts; used to fund the store network expansion; and used for general corporate purposes."
WLCON_2017.txt,WLCON,2017,"Trade and other receivables as at December 31, 2017 comprised 4.7% of total current assets and totaled P552.0 million."
WLCON_2017.txt,WLCON,2017,"Trade receivables at the close of 2016, meanwhile, amounted to P422.6 million, accounting for 5.0% of total current assets."
WLCON_2017.txt,WLCON,2017,"Merchandise inventories totaling P6.968 billion make up the bulk of current assets, accounting for 59.3% of total current assets at yearend 2017."
WLCON_2017.txt,WLCON,2017,This represents a 6.0% or P392.3 million jump over the ending 2016 balance of P6.576 billion in view of theexpansion plans of the Company.
WLCON_2017.txt,WLCON,2017,"The Company's noncurrent assets totaled P4.277 billion as at December 31, 2017, accounting for 26.7% of total assets."
WLCON_2017.txt,WLCON,2017,"Investment in available-for-sale financial asset amounting to P2.997 billion accounts for 70.1% of total noncurrent assets, followed by propertyand equipment at 20.1%.Property and equipment consists of furniture and equipment, construction in progress of newstores being built, building and leasehold improvements, and transportation equipment."
WLCON_2017.txt,WLCON,2017,"As at end-2016, noncurrent assets amounted to P737.1 million, accounting for8.1% of total assets."
WLCON_2017.txt,WLCON,2017,"Current liabilities amounted to P3.725 billion as at yearend 2017, comprising of current portion of long-term debt of P155.0 million, trade and other payables of P3.491 billion,and income tax payable of P78.9 million."
WLCON_2017.txt,WLCON,2017,Current liabilities account for 90.7% of total liabilities.
WLCON_2017.txt,WLCON,2017,"Current liabilities as at December 31, 2016totaled P4.497 billion."
WLCON_2017.txt,WLCON,2017,Current liabilitiesdecreased primarily due to the repayment of bank debts.
WLCON_2017.txt,WLCON,2017,"Non-current liabilities totaled P381.0 million, representing long-term debt, net of current portion of P248.5 milion and retirement liability of P132.5 milion at the close of 2017."
WLCON_2017.txt,WLCON,2017,"As at December 31, 2016, non-current liabilities closed at P1.064 billion."
WLCON_2017.txt,WLCON,2017,"Total liabilities amounted to P4.106 billion as at December 31, 2017, P1.455 billion or 26.2% less than the balance of P5.561 billion at the end of 2016."
WLCON_2017.txt,WLCON,2017,The drop is attributable mainly to the repayment of bank loans.
WLCON_2017.txt,WLCON,2017,"Total equity amounted to P11.918 billion, comprised of capitalstock o fP4.100 billion, additionalpaid- in capital of P5.374 billion, retained earnings of P2.272 billion, and other comprehensive income (loss) of P173.1 million as at December 31, 2017."
WLCON_2017.txt,WLCON,2017,"Total equity a sat December 31, 2016, meanwhile totaled P3.582 billion."
WLCON_2017.txt,WLCON,2017,"The 332.7% upsurge in the equity balance is due primarily to the initial publicoffering of the Company's common shares on March 31, 2017 that generated added capital stock of P1.394 billion and an additional paid in capital of P5.374 billion; and net income earned for the period of P1.385 billion."
WLCON_2017.txt,WLCON,2017,"There are no known trends or events that will trigger any direct o rcontingent financial obligation that is material to the Company, including any default or acceleration of an obligation."
WLCON_2017.txt,WLCON,2017,"There are also no material off-balance sheet transactions, arrangements, obligations (including contingent obligations), and other relationships of the Company with unconsolidated entries or other persons that was created during the reporting period."
WLCON_2017.txt,WLCON,2017,There are no known regulatory or material contractual commitments of the Company for 2018.
WLCON_2017.txt,WLCON,2017,"The Company, pursuant to its expansion plans, is allocating approximately P2.000 billion for additional stores/branches, warehouses, acquisition of vehicles and equipment, and renovations of select stores."
WLCON_2017.txt,WLCON,2017,"The continuing economic growth, not only of highly developed and urbanized regions of the Philippines but of emerging cities and provinces outside the national capital and its immediate surrounding regions has presented a vast potential for growth for the Company."
WLCON_2017.txt,WLCON,2017,"Thus, the Company's growth plan is to expand in these locations, in which most WilconDepot have scarce to no presence yet."
WLCON_2017.txt,WLCON,2017,"In these emerging cities and provinces, the home improvement space more particularly the construction finishing materials niche are stilldominated by traditional trade."
WLCON_2017.txt,WLCON,2017,"As t h ee c o n o m yof these areas develop and the purchasing power of themarket strengthens, demand for more convenient and improved shopping experience, variety especially of higher quality products and overall better customer service is expected to continually grow."
WLCON_2017.txt,WLCON,2017,"Entry and success of current and upcoming Wilcon stores in these growing areas coupled with the aforesaid continuous economic growth of these markets, it is expected that more modern trade channels for the home improvement space will gradually flourish, shifting the balance and the competitive landscape."
WLCON_2017.txt,WLCON,2017,"On 22 May 2017, the Board of Directors approved the adoption of the Revised Manualon Corporate Governance in accordance with the SEC Memorandum Circular No. 19 Series of 2016."
WLCON_2017.txt,WLCON,2017,The Company understands that it is paramount to set the kind of corporate governance needed in the attainment of the Company's corporate goals.
WLCON_2017.txt,WLCON,2017,"The Revised Manual on Corporate Governance was designed to define the framework of rules, systems and processes that governs the performance of the Board of Directors (the Board) and Management."
WLCON_2017.txt,WLCON,2017,It establishes the structure by which the Company executes and carries out its Corporate Governance.
WLCON_2017.txt,WLCON,2017,This serves as reference by all the members of the Board as well as its Management in the conduct of their duties and responsibilities.
WLCON_2017.txt,WLCON,2017,"The Board of Directors (the ""Board"") and Management, employees and shareholders, believe that good governance is a necessary component of what constitutes sound strategic business management and wil therefore undertake every effort necessary to create awareness thereof within the organization."
WLCON_2017.txt,WLCON,2017,"With the aid of its committees, the Board of Directors shall be primarilyresponsible for the governance of the Corporation and shall, hence, ensure compliance with the principles of good corporate governance."
WLCON_2017.txt,WLCON,2017,"To strictly observe and implement the provisions of this Manual, corresponding penalties shall be imposed, after notice and hearing, on the Corporation's directors, officers, staff, subsidiaries, and affliates and their respective directors, officers, and staff in case of violationof anyof the provisions of the Manual."
