filename,sentence
BDO_2021.txt,Total Resources expanded 7% to P3.6 trillion as Gross Loans rose 6% to P2.4 trillion and Investment Securities jumped 21% to P616.3 billion.
BDO_2021.txt,Cash and Other Cash Items went down 8% to P69.1 billion while Due from Other Banks went up 7% to P70.1 billion owing to higher placements and working balances with correspondent banks.
BDO_2021.txt,Equity Investments increased 7% to 5.2 billion owing to earnings from associates.
BDO_2021.txt,Investment Properties also rose 19% to P18.8 billion from an investment in prime real estate in Makati.
BDO_2021.txt,Deferred Tax Assets dropped 14% to P6.8 billion mainly due to loan write-offs.
BDO_2021.txt,"Other Assets dropped 13% to P36.9 billion on reduced levels of foreign currency notes and coins, retirement and miscellaneous assets."
BDO_2021.txt,"Deposit Liabilities climbed 8% to P2.8 trillion from an expansion in Demand and Savings deposits of 29% and 11%, respectively, as the Bank continued its low cost deposit marketing efforts."
BDO_2021.txt,Insurance Contract Liabilities hiked 12% to P65.3 billion from sustained BDO Life business volumes.
BDO_2021.txt,Total Equity increased 8% to P424.5 billion from bottomline profits.
BDO_2021.txt,"Total Contingent Accounts rose 9% to P2.7 trillion owing to the following accounts:
Trust Department Accounts grew 9% to P1.8 trillion from a larger portfolio of funds managed."
BDO_2021.txt,"Unused L/Cs and Outstanding Guarantees Issued soared 46% and 21% to P75.8 billion and P4.2 billion,
respectively, owing to higher volume of trade transactions."
BDO_2021.txt,"Export L/Cs Confirmed, Bills for Collection, as well as Late Deposits and Payments Received, fell 26%,
41% and 63% to P4.6 billion, P8.7 billion and P461 million, respectively, after lower outstanding transactions as of year-end 2021."
BDO_2021.txt,"Increased treasury trading activities yielded an increase in Spot Exchange Bought and Sold, Forward Exchange Bought and Sold, and Interest Rate Futures Sold."
BDO_2021.txt,"On the other hand, Interest Rate Swap Receivable and Payable went down year-on-year."
BDO_2021.txt,"The Bank posted a Net Income attributable to Equity holders of the Parent Company of P42.8 billion in 2021, a 51% improvement from previous year’s P28.2 billion."
BDO_2021.txt,Net Interest Income slightly dipped by 2% to P131.3 billion owing to a general decline in lending rates as well as the rate cap imposed by BSP on credit card receivables.
BDO_2021.txt,"Other income grew 11% to P61.4 as Service Charges, Trust Fees, FX Gain, Insurance Premiums and Miscellaneous Income all posted year-on-year increases as the economy recovered from the business slowdown in 2020."
BDO_2021.txt,"Operating Expenses went up 6% to P119.9 billion owing to the following:
Employee Benefits increased 12% primarily from salary increases and benefits extended due to the pandemic."
BDO_2021.txt,Taxes and Licenses dropped 12% due to lower Documentary Stamp Tax on Time Deposits.
BDO_2021.txt,Insurance expenses increased 5% from higher deposit levels.
BDO_2021.txt,Litigation/Assets Acquired expenses hiked 29% from higher costs associated with litigation and maintenance of acquired assets.
BDO_2021.txt,"Insurance Policy Reserves, Benefits and Claims climbed 19% from higher BDO Life business volumes."
BDO_2021.txt,Other Operating Expenses rose 6% owing to increased business volumes year-on-year.
BDO_2021.txt,Tax Expense fell 27% to P12.9 billion primarily due to lower tax rates resulting from the Corporate Recovery and Tax Incentives for Enterprises Act (CREATE).
BDO_2021.txt,"From a Consolidated Net Income of P42.9 billion, Total Comprehensive Income for 2021 registered at P37.0 billion, inclusive of a decrease in net gains on FVOCI Securities of P5.8 billion, a P92 million translation adjustment related to foreign operations, an actuarial loss on remeasurement of retirement benefit obligation amounting to P6.0 billion, a remeasurement of life insurance reserves of P5.7 billion, a reversal of revaluation increment of P55 million, a P135 million increase in unrealized gains on equity investments at FVOCI and a negative P6 million share in Other Comprehensive Income of affiliates."
BDO_2021.txt,The Total Comprehensive Income represents a 35% improvement from P27.5 billion in 2020.
BDO_2021.txt,"Return on Average Common Equity, Return on Average Equity, Return on Average Assets and Basic Earnings Per Share improved to 10.5%, 10.4%, 1.2% and 9.68, respectively, owing to a higher Net Income."
BDO_2021.txt,Net Interest Margin was lower at 4.0% from the general decline in lending rates as well as the rate cap imposed by BSP on credit card receivables.
BDO_2021.txt,Capital to Risk Assets went up to 14.6% as the increase in capital outpaced the growth in risk weighted assets.
BDO_2021.txt,Liquidity Ratio rose to 32.2% as excess funds were channeled to liquid assets.
BDO_2021.txt,"Solvency Ratio and Asset-to-Equity Ratio went down to 753.6% and 853.6%, respectively, as the growth in total equity outpaced the increases in both liabilities and total assets."
BDO_2021.txt,Interest Rate Coverage soared to 512.0% on higher profits and lower interest expense from an improved funding mix.
BDO_2021.txt,Profit Margin climbed to 20.8% on higher bottomline profits.
BDO_2021.txt,Total Resources increased 6% to P3.4 trillion as Gross Loans went up 3% to P2.3 trillion and Investment Securities expanded 17% to P508.8 billion.
BDO_2021.txt,Cash and Other Cash Items grew 17% to P74.9 billion resulting from deposit expansion.
BDO_2021.txt,Due from Other Banks jumped 68% to P65.3 billion owing to higher placements and working balances with correspondent banks.
BDO_2021.txt,Bank Premises and Net Finance Lease went down 5% to P44.3 billion on account of depreciation of facilities and equipment.
BDO_2021.txt,Investment Properties dropped 6% to P15.9 billion on lower levels of ROPA and reclassification to Bank Premises of some branch sites.
BDO_2021.txt,Deferred Tax Assets declined 11% to P7.9 billion owing to the amortization of past service cost.
BDO_2021.txt,Other Resources climbed 12% to P42.4 billion mainly from an increase in foreign currency notes and coins on hand as of year-end 2020.
