filename,sentence
AC_2019.txt,"Ayala Corporation’s full year earnings amounted to ₱35.3 billion, including the divestments gains of ₱23.6 billion from AC Education and AC Energy."
AC_2019.txt,"Strong consumer driven revenue growth of ALI, Globe and BPI drove the bottom-line."
AC_2019.txt,Results tempered by the recognition of a remeasurement loss of ₱18.1billion for Manila Water.
AC_2019.txt,Slowdown in AC Industrials resulted in a net loss of ₱2.4 billion.
AC_2019.txt,"In December 2019, Ayala recognized a remeasurement loss of ₱18.1 billion as a result of the reclassification of its investment in Manila Water (MWC) as asset held under PFRS 5 (the accounting standard for assets held for sale)."
AC_2019.txt,"This accounting standard requires applying a fair market value accounting for Ayala’s investment in MWC, if the completion of the divestment and or subsequent loss of voting control is expected to occur within one year from the date of the financial statement."
AC_2019.txt,It also requires the assets and liabilities of MWC to be presented as one line item in the consolidated balance sheet and P&L in 2019 as opposed to line by line consolidation in prior years.
AC_2019.txt,"Sale of goods and rendering services rose three percent to ₱264.9 billion on higher revenues from Ayala Land’s sale of commercial lots and office spaces, middle-market residential products, and improved performance of its leasing segments."
AC_2019.txt,This was further supported by increments from AC Energy’s retail electricity supply unit and AC Health.
AC_2019.txt,"However, this was partly offset by AC Industrials’ lower revenues."
AC_2019.txt,"The conglomerate’s real estate arm, Ayala Land, saw a 13 percent growth in its bottom-line in 2019, which reached ₱33.2 billion for the year."
AC_2019.txt,"Meanwhile, its total revenues increased by two percent to ₱168.79 billion from ₱166.25 billion the previous year, mainly supported by office and commercial and industrial lot sales as well as higher contribution of new leasing assets."
AC_2019.txt,"Property development revenues was slightly down two percent year-on-year, reaching ₱117.6 billion in 2019."
AC_2019.txt,The performance was due to an eight percent decline in residential revenues given the lower contribution of its Ayalaland Premier and ALVEO brands as most of its vertical projects recognized in 2019 were booked in previous periods and are nearing completion.
AC_2019.txt,"On the other hand, it exhibited growth in office for sale developments and commercial and industrial lots, which rose 12 percent and 46 percent, respectively."
AC_2019.txt,"During the year, Ayala Land introduced three new estates and successfully launched ₱158.9 billion worth of property development projects."
AC_2019.txt,"On the other hand, commercial leasing saw double-digit growth from all its segments as it expanded 13 percent to ₱39.3 billion during the year."
AC_2019.txt,"Revenues from shopping centers grew 11 percent to ₱22.0 billion from ₱19.91 billion on the back of sustained growth from its stable malls and increased contributions from its newly opened malls, Ayala Malls Feliz, Capitol Central, and Circuit Makati."
