sentence,positive,neutral,negative
"The compounded annual growth rate (CAGR) of the Bank’s asset levels from 2017 to 2019 was 8.5%, driven by the 12.3% increase in loans.",0.8323990702629089,0.15159428119659424,0.016006626188755035
Deposits likewise increased over the same period by 5.8%.,0.9547221660614014,0.029597455635666847,0.01568037085235119
"Capital grew 17.7%, boosted by the May 2018 Stock Rights Offer and increasing annual profits, net of cash dividend payments.",0.9573672413825989,0.024566439911723137,0.018066268414258957
"Total resources reached P2.20 trillion, P119.8 billion, or 5.7%, higher than last year’s P2.09 trillion.",0.9473082423210144,0.029428018257021904,0.023263733834028244
"Total deposits grew P109.6 billion, or 6.9% to P1.70 trillion, on the back of growth in time, demand, and savings deposits of 17.6%, 6.1%, and 1.8%, respectively.",0.9541612863540649,0.02704133465886116,0.018797317519783974
"Deferred credits and other liabilities increased by P4.6 billion, or 10.8%, from the recognition of lease liabilities on office spaces as part of the Bank’s adoption of PFRS 16: Leases.",0.9553256034851074,0.025895552709698677,0.01877889782190323
"Manager’s checks and demand draft outstanding increased by P1.4 billion, or 19.7%, on account of higher volume of manager’s checks issued.",0.9607020020484924,0.019711431115865707,0.01958654075860977
"Accrued taxes, interest and other expenses rose by P809 million, or 8.9%, on higher accrued interest payable and accrued expenses.",0.9585130214691162,0.019358700141310692,0.022128252312541008
"On the other hand, other borrowed funds decreased by P16.1 billion, or 9.6%, largely due to lower bills payable.",0.032056935131549835,0.016377048566937447,0.9515661001205444
"Due to Bangko Sentral ng Pilipinas and other banks decreased by P1.0 billion, or 26.1%, on account of lower tax collected for the Bureau of Internal Revenues (BIR).",0.01800594851374626,0.013684302568435669,0.968309760093689
"Derivative Financial Liabilities declined by P1.0 billion, or 26.1%, due to lower market valuation of certain derivative products.",0.015824418514966965,0.015029986388981342,0.9691455364227295
"Capital funds amounted to P269.6 billion, P21.0 billion, or 8.5%, higher than last year’s P248.5 billion.",0.9397408366203308,0.03953078016638756,0.020728420466184616
"Surplus contributed to the capital growth by P20.0 billion, or 15.7%, as a result of accumulated profits net of cash dividend payments.",0.9428620934486389,0.04043902829289436,0.016698863357305527
"Reserves likewise increased by P1.0 billion, or 24.7%, representing required appropriation of general loan loss provisions in excess of PFRS9 loan loss provisions under BSP Circ.",0.9551315307617188,0.02333025261759758,0.02153823897242546
"Accumulated other comprehensive loss increased by P263 million, or 12.1%, due to the increase in actuarial losses on defined benefit plan.",0.2284778356552124,0.029113490134477615,0.7424086928367615
"On the asset side, loans and advances, net increased P120.4 billion, or 8.9%, led by the growth in the corporate and consumer segments.",0.9372905492782593,0.05202912911772728,0.01068030670285225
"Financial assets at fair value through OCI likewise increased P16.7 billion, or 44.9%, due to the net effect of the increase in the Bank's various holdings in hold to collect and sell debt securities.",0.9556797742843628,0.0255654938519001,0.01875474862754345
"Due from Other Banks, increased by P9.9 billion, or 79.2%, due to net increase in the account balances with various banks.",0.950797438621521,0.03031792864203453,0.01888464391231537
"Bank premises, furniture, fixtures and equipment, net increased by P7.5 billion, or 46.1%, as the Bank adopted PRFS 16 which entails the recognition of Right- of-Use Asset for the Bank’s leased properties and equipment.",0.47704586386680603,0.5129467844963074,0.010007348842918873
"Financial assets at fair value through profit and loss increased by P7.4 billion, or 44.2%, due to increase in holdings of securities intended for trading on outlook of lower interest rates.",0.9573198556900024,0.021793652325868607,0.02088649943470955
"Cash and other cash items grew P3.7 billion, or 8.5%, on account of higher cash requirement for the period as compared to year-end 2018.",0.9561535120010376,0.02034740522503853,0.023499097675085068
"Assets attributable to insurance operations increased by P1.2 billion, or 7.3%, due to higher securities investments of the Bank’s non-life insurance affiliate.",0.9565198421478271,0.02473156899213791,0.01874864287674427
