sentence,positive,neutral,negative
"Megaworld, the country’s largest developer of integrated urban townships, saw its net income decline by 45.13% to Php10.59 billion in 2020 from Php19.30 billion last year.",0.008285618387162685,0.016234027221798897,0.975480318069458
The Group’s weaker earnings was traced mainly due to COVID-19 pandemic affecting the core businesses.,0.007399213500320911,0.019782816991209984,0.9728180170059204
"Net income attributable to parent company stood at Php9.89 billion, lower by 44.87% from Php17.93 billion last year.",0.008772138506174088,0.015641383826732635,0.9755865335464478
Megaworld’s consolidated revenues decreased by 35.42% from Php67.31 billion in 2019 to Php43.47 billion in 2020.,0.006568565499037504,0.01843700185418129,0.9749944806098938
"Among product portfolios, the bulk of consolidated revenues came from the sale of condominium units and commercial lot, comprising 57.18% of total revenues.",0.0435200035572052,0.9412247538566589,0.015255222097039223
"Real estate sales decreased by 41.65%, amounting to Php24.86 billion and Php42.60 billion for the years 2020 and 2019, respectively.",0.007406550459563732,0.01766972243785858,0.9749236702919006
"The Group’s registered sales mostly came from the following projects: San Antonio Residence, Maple Grove Commercial District, The Florence, Albany Kingsley, Bayshore Residential Resort 2 Phase 2, The Palladium at Iloilo Business, One Eastwood Avenue Tower 1&2, Uptown Parksuites Tower 2, Park McKinley West, Gentry Manor, Eastwood Global Plaza Luxury Residence and Bayshore Residential Resort 2.",0.03044109046459198,0.9528197646141052,0.01673918031156063
"The Group’s rental businesses, comprising of office and lifestyle mall leasing, registered a 23.08% decline, reaching Php12.93 billion in 2020 from the previous year’s Php16.81 billion.",0.014058953151106834,0.010213490575551987,0.9757275581359863
This contributed 29.75% of the total consolidated revenues for the first nine months of the year.,0.16457170248031616,0.8189308643341064,0.01649736985564232
The Group’s revenues attributable to hotel operations posted an amount of Php1.48 billion during 2020 with a decrease of 41.73% from Php2.54 billion last year.,0.16494770348072052,0.015903621912002563,0.8191487193107605
"Total costs and expenses amounted to Php32.88 billion, a decrease by 31.52% from Php48.02 billion last year.",0.018135499209165573,0.00906435213983059,0.9728001952171326
"Interest and other charges – net decreased by 10.15%, amounting to Php2.93 billion this year from Php3.26 billion in 2019.",0.5386741757392883,0.022204449400305748,0.43912139534950256
Tax expense in 2020 amounting to Php3.35 billion resulted to a decrease of 44.95% from 2019 reported amount of Php6.08 billion due to lower taxable income.,0.022280773147940636,0.010835821740329266,0.9668834209442139
"Neither were there any trends, events or uncertainties that have had or that are reasonably expected to have a material impact on net sales or revenues or income from continuing operations.",0.03708682209253311,0.9080910086631775,0.05482211336493492
There are no significant elements of income or loss that did not arise from the Group’s continuing operations.,0.02382129617035389,0.8896450996398926,0.08653353899717331
The Group’s Statements of Financial Position reflects stable financial growth.,0.9136887192726135,0.07579480856657028,0.01051649171859026
"Total resources as at December 31, 2020 amounted to Php375.69 billion, posting an increase of 7.45% compared to Php349.63 billion as at December 31, 2019.",0.9515017867088318,0.02475784718990326,0.02374037727713585
"The Group shows steady liquid position as at December 31, 2020 by having its current assets at Php210.67 billion as against its current obligations at Php72.72 billion.",0.865165650844574,0.12383875995874405,0.010995607823133469
"Current assets posted an increase of 10.59% from December 31, 2019 balance of Php190.51 billion.",0.9401280283927917,0.03846649453043938,0.02140549011528492
"Current obligations reflected an increase of 26.37% from December 31, 2019 balance of Php57.54 billion.",0.9429898858070374,0.03621567785739899,0.020794445648789406
Cash and cash equivalents increased by 73.85% from Php23.10 billion in 2019 to Php40.17 billion in 2020.,0.9546481370925903,0.024250231683254242,0.021101567894220352
"Current and non-current trade and other receivables – net decreased by 2.17%, amounting to Php43.84 billion as at December 31, 2020 compared to Php44.81 billion as at December 31, 2019.",0.12698544561862946,0.02285234071314335,0.850162148475647
"Contract assets increased by 3.96%, amounting to Php19.38 billion as at December 31, 2020 compared to Php18.64 billion as at December 31, 2019.",0.9525131583213806,0.019094647839665413,0.02839222364127636
Inventories increased by 3.20% from Php102.85 billion in 2019 to Php106.13 billion in 2020.,0.9557103514671326,0.02258373610675335,0.02170598693192005
"This includes raw land for residential development and property development cost reclassified due to adoption PFRS 15 and PIC Q&As 2018-11, 2018-15 and 2018-12.",0.03155186399817467,0.9363614916801453,0.03208667039871216
"Investment properties – net increased by 3.69% amounting to Php114.98 billion in December 31, 2020 from Php110.89 billion in December 31, 2019.",0.9430926442146301,0.02913094311952591,0.027776336297392845
"This includes raw land and property development cost for office and commercial development reclassified due to adoption of PIC Q&As 2018-11, 2018-15 and 2018-12.",0.046753499656915665,0.9334433674812317,0.019803183153271675
"Trade and other payables amounted to Php23.11 billion and Php19.31 billion as at December 31, 2020 and December 31, 2019, respectively, reflecting a 19.71% increase.",0.9433326125144958,0.037164390087127686,0.019502971321344376
"Contract liabilities increased by 12.09%, amounting to Php5.84 billion as at December 31, 2020 compared to Php5.21 billion as at December 31, 2019.",0.9477500915527344,0.01748635433614254,0.034763555973768234
