sentence,positive,neutral,negative
"Ayala Corporation’s net income in 2018 grew five percent to ₱31.8 billion from the previous year, boosted by strong earnings contribution from its real estate, telecommunications, and power businesses.",0.9562603235244751,0.02511751279234886,0.018622132018208504
Sale of goods and services expanded 13 percent to ₱274.9 billion of which 3% was a result of the adoption of PFRS 15 (new accounting standard in 2018 pertaining to Revenues from Contracts with Customers).,0.9330452084541321,0.05750507116317749,0.009449794888496399
"Revenue growth was driven by Ayala Land which posted higher sales across all its business segments, supported by higher sales from IMI’s Europe, China, Philippines, and Mexico units as well as contribution of VIA Optronics and Manila Water’s new business units.",0.9598463773727417,0.023984691128134727,0.01616889424622059
"Ayala Land sustained its growth momentum during the year with net income expanding 16 percent to ₱29.2 billion, primarily driven by the strong performance of its property development and commercial leasing businesses.",0.9559721946716309,0.02598949894309044,0.018038250505924225
"Property development revenues jumped 18 percent to ₱120.3 billion on strong sales across its residential, office-for-sale, and commercial lot segments.",0.9574865698814392,0.023454423993825912,0.019058935344219208
"Residential revenues jumped 20 percent to ₱101.1 billion, while reservation sales grew 16 percent to ₱141.9 billion, bolstered by strong demand from local and overseas Filipinos, which accounted for 82 percent of total sales during the year.",0.9549717903137207,0.025423016399145126,0.019605210050940514
"Fresh bookings from One Vertis Plaza in Vertis North, Quezon City, The Stiles East Enterprise Plaza in Circuit Makati, and completion of Park Triangle Corporate Plaza in Bonifacio Global City lifted the sale of office spaces, with revenues reaching ₱11.4 billion, 14% higher year-on-year.",0.9549741744995117,0.027053458616137505,0.01797236129641533
"In addition, revenues from the sale of commercial and industrial lots grew 10 percent to ₱7.7 billion, lifted by sales from its estates in the Visayas and Mindanao region, Evo City in Cavite, Alviera in Pampanga, and Cavite Technopark.",0.9561209082603455,0.02634863555431366,0.01753043383359909
"Meanwhile, the opening of new malls and office spaces as well as the launch of new hotel and resort rooms drove the 17 percent expansion in commercial leasing revenues to ₱34.9 billion from its year- ago level.",0.9530985355377197,0.024105988442897797,0.022795436903834343
"In 2018, Ayala Land added 142,000 square meters of mall space with the opening of three new malls: the Circuit Mall in Makati, the Capitol Central Mall in Bacolod, One Bonifacio High Street in Taguig, bringing its total mall gross leasable area to 1.9 million square meters.",0.8592536449432373,0.13359305262565613,0.007153297308832407
"Moreover, the completion of Bacolod Capitol Corporate Center, Vertis North Corporate Center 3, and Ayala North Exchange pushed up Ayala Land’s total office GLA to 1.1 million square meters.",0.945219099521637,0.039948202669620514,0.014832708053290844
"Ayala Land’s commercial leasing business was further boosted by its hotels and resorts portfolio, which continues to benefit from the growth of the country’s tourism sector.",0.9525449275970459,0.034686505794525146,0.01276856567710638
"In 2018, it added 390 rooms across its portfolio of branded hotels and its own Seda brand as well as bed and breakfast rooms in its Lio and Sicogon eco-tourism estates, bringing the total to 2,973 rooms.",0.8310432434082031,0.16107897460460663,0.007877783849835396
"The sustained strong performance of its leasing segment has supported the continued buildup of Ayala Land’s recurring income business, which increased at a compounded annual rate of 26 percent since 2013.",0.9553033709526062,0.0262368842959404,0.018459659069776535
"Meanwhile, its development income, which comprises residential, office, and lot sales, grew at a compounded annual rate of 18 percent.",0.9531275629997253,0.026294730603694916,0.02057771012187004
"Manila Water recorded a net income of ₱6.5 billion, 6 percent higher from the previous year, largely driven by the Manila Concession, boosted by the contribution of its newly acquired platforms in Thailand and Indonesia.",0.9555911421775818,0.028343958780169487,0.01606486178934574
"The Manila Concession posted steady growth, with a three percent increase in billed volume to 503 million cubic meters.",0.9544757008552551,0.02831542305648327,0.017208890989422798
This was supported by the 28 percent positive tariff adjustment granted by the Metropolitan Waterworks and Sewerage System to be implemented on a staggered basis over a five- year period from 2018 to 2022.,0.8782643675804138,0.1120276227593422,0.009707954712212086
"Outside the Manila Concession, revenues from Manila Water Philippine Ventures rose six percent to ₱3.3 billion.",0.956348717212677,0.025449100881814957,0.018202153965830803
"Lowered billed volume across its domestic subsidiaries as well as operational and regulatory challenges, including the closure of Boracay island, weighed down MWPV’s performance during the year.",0.011123714037239552,0.017324505373835564,0.9715517163276672
Manila Water Asia Pacific’s overseas investments continues to bear fruit.,0.9444055557250977,0.04117899388074875,0.014415434561669827
It booked a 53 percent surge in equity share in net income of associates to ₱699 million.,0.9495617747306824,0.030138643458485603,0.02029961161315441
"This was mainly driven by the two platforms it acquired during the year, East Water in Thailand, and PT Sarana Tirta Ungaran in Indonesia, which contributed ₱262.7 million and ₱1.4 million in equity earnings, respectively.",0.40229418873786926,0.5864540934562683,0.011251670308411121
"To support its diversification strategy, Manila Water continues to ramp up its domestic and international business development initiatives, securing 13 new businesses in 2018.",0.9431781768798828,0.04351408779621124,0.013307769782841206
"These include the full concession projects in Calbayog in Samar, San Jose in Nueva Ecija, and in Iloilo, Isabela, Pangasinan, Batangas, Bulacan, and Laguna as well as the acquisition of a 19 percent stake in East Water and a 20 percent stake in PT Sarana Tirta Ungaran.",0.09247036278247833,0.8982875347137451,0.00924213882535696
"AC Energy’s net earnings expanded 16 percent to ₱4.1 billion in 2018, largely driven by its domestic thermal and renewable assets as well as higher contribution from its Indonesia investments.",0.9541927576065063,0.030283909291028976,0.015523344278335571
"The strong performance and higher equity stake in GNPower Mariveles, strong wind regime, and fresh contribution of its greenfield offshore project, the 75-megawatt Sidrap wind farm in Indonesia, as well as the full-year recognition of SD Geothermal boosted AC Energy’s performance during the year.",0.9508273005485535,0.03867179527878761,0.010500967502593994
"Equity earnings from AC Energy’s investee companies reached ₱3.6 billion, 37 percent higher from the previous year.",0.9523432850837708,0.0278156865388155,0.01984105072915554
Recovery of the costs incurred due to adjustments in the construction schedule of GNPower Kauswagan also lifted AC Energy’s net earnings during the period.,0.951475203037262,0.017318537458777428,0.031206179410219193
"During the year, AC Energy generated 2,800 gigawatt hours of attributable energy, of which 48 percent was from renewable sources.",0.06471177190542221,0.9223927855491638,0.012895447202026844
"To support its strategy to scale up its renewable portfolio, AC Energy raised US$410 million in green bond in January 2019, the first publicly syndicated US dollar green bond in Southeast Asia to be certified by the Climate Bonds Initiative.",0.847204864025116,0.14605586230754852,0.006739310920238495
"AC Energy has identified the Philippines, Vietnam, Indonesia, and Australia as key markets in its expansion strategy.",0.8600994348526001,0.1329101324081421,0.006990471389144659
"The 330-MWp Ninh Thuan solar farm in Vietnam, a joint venture between AC Energy and the BIM Group, is expected to commence early in the second quarter of 2019.",0.13868016004562378,0.852456271648407,0.008863584138453007
"Once completed, it will be one of the largest solar farms in Southeast Asia, benefiting Ninh Thuan province with income generation and job creation.",0.9241347908973694,0.06665411591529846,0.009211167693138123
"AC Energy also broke ground on the 80-MWp solar farms located in the provinces of Khanh Hoa and Dak Lak, in partnership with AMI Renewables Energy.",0.7417534589767456,0.2504267394542694,0.007819746620953083
"In addition, AC Energy signed a memorandum of understanding with Quang Binh Province to jointly develop a wind power project with AMI Renewables.",0.9285503029823303,0.059402283281087875,0.012047337368130684
"AC Energy has also entered the Australian renewables market through a joint venture with international
50% ownership in UPC's Australian business.",0.21716977655887604,0.7760514616966248,0.00677876640111208
