sentence,positive,neutral,negative
"The Group attained P15.2 billion core net profit attributable to owners, up 4% from P14.7 billion a year ago.",0.9558743238449097,0.023813921958208084,0.020311761647462845
"Non-recurring loss incurred from a casualty by Travellers this year was reduced by the non- recurring gain on disposal of investment by Megaworld, netting out to P317 million loss as compared to P136 million non-recurring gains last year.",0.4132575988769531,0.023761114105582237,0.562981367111206
"Taking into account these items, net profit to owners hit P14.9 billion, inching 1% from a year ago, with consolidated revenues reaching P141.6 billion on a 1% growth year-on-year.",0.9511486291885376,0.02044006809592247,0.028411267325282097
"Megaworld, the country’s largest developer and pioneer of integrated urban townships, grew its group net profit to owners to P12.6 billion (net of P113million non-recurring gain), a 13% jump from P11.2 billion (net of P82 million non-recurring gain) a year ago.",0.9527324438095093,0.024142205715179443,0.023125413805246353
"The healthy growth was underpinned by the strong performances of its key businesses in residential and hotel developments, office as well as commercial space leasing in malls and shopping centers.",0.9528881907463074,0.034387458115816116,0.012724388390779495
"Consolidated revenues rose 8% to P50.4 billion, boosted by the 18% soar in rentals to P11.8 billion while residential sales expanded 5% to P28.9 billion.",0.9593144059181213,0.021176397800445557,0.01950925402343273
The Megaworld-GERI-Empire East-Suntrust brands turned over 58-16-15-11 of real estate sales.,0.044836677610874176,0.9397196769714355,0.015443672426044941
"In later part of 2017, GERI launched its 2nd “integrated lifestyle community” and the group’s 23rd township, the 300-hectare The Hamptons Caliraya in Lumban-Cavinti, Laguna, where nature becomes the focal point of development.",0.31663331389427185,0.6758086085319519,0.007558122742921114
The group’s existing landbank offers abundant nature reserves that can be nurtured and preserved as part of its future community development.,0.7080400586128235,0.28484439849853516,0.007115491200238466
"Megaworld has turned over 1,000 residential units in Makati Central Business District in 2017 which included the 30-storey Paseo Heights and 50-storey Three Central, and four more towers are under construction.",0.1192578598856926,0.8709087371826172,0.009833349846303463
"The group also opened its 14th lifestyle mall in 2017, which is GERI’s first full-scale mall, the Southwoods Mall, the first and only full-scale mall development within the Biñan-Carmona area.",0.5426111221313477,0.4489066004753113,0.008482285775244236
