filename,ticker,year,sentence,positive,neutral,negative
PGOLD_2021.csv,PGOLD,2021,"For the year ended December 31, 2021, the Group earned a consolidated net income of P8,180 million at 5.0% net margin and an increase of 1.4% from P8,067 million at 4.8% net margin in 2020.",0.9475386738777161,0.031649116426706314,0.020812274888157845
PGOLD_2021.csv,PGOLD,2021,"This was principally driven by the continuous management effort to improve gross margins, sustained strategic cost and expense management as well as the effect of the reduced corporate income tax with the implementation of the CREATE Law.",0.9096879363059998,0.0810798704624176,0.009232193231582642
PGOLD_2021.csv,PGOLD,2021,"For the year ended December 31, 2021, the Group posted a consolidated net sales of P164,125 million for a decrease of P4,507 million or 2.7% compared to P168,632 million in 2020.",0.02665301412343979,0.009181462228298187,0.9641655683517456
PGOLD_2021.csv,PGOLD,2021,"The decrease in net sales was primarily driven by a decline in customer’s visits particularly for the Puregold stores, with the government implementing health protocols in 2021 and people cautious of contracting the virus.",0.012253489345312119,0.01659279502928257,0.9711536765098572
PGOLD_2021.csv,PGOLD,2021,"Also, base sales is higher than usual in 2020 specially in the first quarter, with people buying in panic, due to the looming lockdown brought about by the pandemic.",0.723199188709259,0.03313690796494484,0.24366389214992523
PGOLD_2021.csv,PGOLD,2021,"For the year ended December 31, 2021, the Group realized an increase of 3.2% in consolidated gross profit from P29,156 million in 2020 at 17.3% margin to P30,083 million at 18.3% margin in 2021, driven by strong and continuing suppliers' support through trade discounts in the form of rebates and conditional discounts granted during the year.",0.9510178565979004,0.029746683314442635,0.019235553219914436
PGOLD_2021.csv,PGOLD,2021,"Other operating income slightly increased by P55 million or 1.7% from P3,155 million in 2020 to P3,210 million in 2021.",0.957000195980072,0.020797934383153915,0.02220182865858078
PGOLD_2021.csv,PGOLD,2021,"With the lockdown restrictions starting to loosen up, some tenants resume operation which resulted to increase in rent income.",0.9498006701469421,0.01841893047094345,0.031780462712049484
PGOLD_2021.csv,PGOLD,2021,"Operating expenses increased by P1,397 million or 7.4% from P18,953 million in December 31, 2020 to P20,350 million in 2021.",0.9532753825187683,0.022815562784671783,0.023909039795398712
PGOLD_2021.csv,PGOLD,2021,"In addition, operating expenses in prior period were partly lower driven by lockdown period in the first half of 2020.",0.25469017028808594,0.03222435712814331,0.7130853533744812
PGOLD_2021.csv,PGOLD,2021,"Other expenses net of other income amounted to P2,290 million and P1,925 million in December 31, 2021 and 2020, respectively.",0.029861489310860634,0.9355599880218506,0.03457849472761154
PGOLD_2021.csv,PGOLD,2021,"For the year ended December 31, 2021, the Group earned a consolidated net income of P8,180 million at 5.0% net margin and an increase of 1.4% from P8,067 million at 4.8% net margin in 2020..",0.9468448758125305,0.03410932421684265,0.019045846536755562
PGOLD_2021.csv,PGOLD,2021,"Despite the decline in revenues, this was principally driven by the continuous management effort to improve gross margins, sustained strategic cost and expense management as well as the effect of the reduced corporate income tax with the implementation of the CREATE Law.",0.5123017430305481,0.04634678363800049,0.4413515031337738
PGOLD_2021.csv,PGOLD,2021,"As at December 31, 2021 and 2020, total current assets amounted to P65,931 million or 47.3% of total assets and P59,388 million or 45.1% of total assets, respectively, for an increase of P6,543 million or 11.0% as at December 31, 2021.",0.8754584789276123,0.10805786401033401,0.016483698040246964
PGOLD_2021.csv,PGOLD,2021,"Cash and cash equivalents as at December 31, 2021 amounted to P41,312 million or 29.6% of total assets and increased by P8,588 million or 26.2% compared to previous year-end balance.",0.9347793459892273,0.04713641479611397,0.018084285780787468
PGOLD_2021.csv,PGOLD,2021,"This is partially offset by payment for cash dividend and capital expenditures for 2021 new organic stores Receivables amounted to P2,179 million as at December 31, 2021 and 2020 or 1.6% and 2.0% of total assets, respectively.",0.11740408092737198,0.8497838973999023,0.0328119732439518
PGOLD_2021.csv,PGOLD,2021,"The decrease was due to collections made during the period, bulk of which came from the high year end receivables.",0.01589992642402649,0.024703606963157654,0.959396481513977
PGOLD_2021.csv,PGOLD,2021,"Merchandise inventory amounted to P21,559 million or 15.5% of total assets at the end of 2021 and P20,918 million or 15.9% of total assets in 2020.",0.034791771322488785,0.9273895025253296,0.03781870752573013
PGOLD_2021.csv,PGOLD,2021,Total inventory increased by P641 million or 3.1% principally due to increase in Puregold and S&R stores stocking requirements for existing and new operating stores.,0.957490861415863,0.019838763400912285,0.022670399397611618
PGOLD_2021.csv,PGOLD,2021,"Investments in trading securities amounted to P31 million and P2,411 million as at December 31, 2021 and 2020, respectively.",0.026652101427316666,0.9521558284759521,0.021192055195569992
PGOLD_2021.csv,PGOLD,2021,"The decrease of P2,380 million was due to net sale of government bonds during the period.",0.12855826318264008,0.6306171417236328,0.24082458019256592
PGOLD_2021.csv,PGOLD,2021,"Prepaid expenses and other current assets amounted to P851 million and P658 million as at December 31, 2021 and 2020, respectively.",0.02115284465253353,0.9436219930648804,0.03522513806819916
PGOLD_2021.csv,PGOLD,2021,"As at December 31, 2021 and 2020, total noncurrent assets amounted to P73,503 million or 52.7% of total assets and P72,205 million or 54.9% of total assets, respectively, for an increase of P1,298 million or 1.8% as at December 31, 2021.",0.860672116279602,0.1218731701374054,0.017454758286476135
PGOLD_2021.csv,PGOLD,2021,"Investments amounted to P637 million as at December 31, 2021 and 2020, respectively.",0.031141307204961777,0.949955940246582,0.018902752548456192
PGOLD_2021.csv,PGOLD,2021,"Net book values of property and equipment increased by P1,104 million or 5.0% from P21,966 million in December 2020 to P23,070 million in December 2021.",0.9550118446350098,0.024235809221863747,0.020752402022480965
PGOLD_2021.csv,PGOLD,2021,The increase was mainly due to additions made during the year intended for newly established/operating stores.,0.873047947883606,0.11838414520025253,0.008567865006625652
PGOLD_2021.csv,PGOLD,2021,"Right-of-use asset amounted to P26,217 million or 18.8% of total assets and P26,137 million or 19.9% of total assets as at December 31, 2021 and 2020, respectively.",0.025685373693704605,0.948919415473938,0.025395190343260765
PGOLD_2021.csv,PGOLD,2021,"Deferred tax assets – net amounted to P1,334 million or 1.0% of total assets and P1,258 million or 1.0% of total assets as at December 31, 2021 and 2020, respectively, for an increase of 6.0% or P76 million.",0.9187695980072021,0.06593979150056839,0.015290622599422932
PGOLD_2021.csv,PGOLD,2021,The increase was due to recognition of deferred tax in retirement expense and compliance with PFRS 16 – Leases.,0.9175193905830383,0.06889960169792175,0.013580957427620888
PGOLD_2021.csv,PGOLD,2021,"Intangibles amounted to P19,703 million as at December 31, 2021 and P19,716 million as at December 31, 2020.",0.025935098528862,0.9475186467170715,0.02654625102877617
PGOLD_2021.csv,PGOLD,2021,"Other noncurrent assets amounted P2,543 million as at December 31, 2021 and P2,492 million as at December 31, 2020.",0.018528426066040993,0.9448977112770081,0.03657393157482147
PGOLD_2021.csv,PGOLD,2021,"As at December 31, 2021 and 2020, total current liabilities amounted to P17,185 million or 12.3% of total assets and P17,222 million or 13.1% of total assets, respectively, for a decrease of P37 million or 0.2% as at December 31, 2021.",0.013364837504923344,0.028332682326436043,0.9583024978637695
PGOLD_2021.csv,PGOLD,2021,"Accounts payable and accrued expenses amounted to P14,423 million and P14,342 million as at December 31, 2021 and 2020, respectively, and increased by P81 million or 0.6% as of December 2020.",0.8262739181518555,0.15316717326641083,0.0205589160323143
PGOLD_2021.csv,PGOLD,2021,"Income tax payable decreased by P451 million from P1,305 million in December 2020 to P854 million in December 2021 due to the reduced corporate income tax with the implementation of the CREATE Law.",0.010259812697768211,0.019062532112002373,0.9706776738166809
PGOLD_2021.csv,PGOLD,2021,"Due to related parties, representing royalty fees, amounted to P46 million for the year ended December 2021 and P50 million for the year ended December 2020.",0.0280108954757452,0.9392706155776978,0.03271852061152458
PGOLD_2021.csv,PGOLD,2021,Other current liabilities increased by P141 million or 27.6% from P510 million in December 2020 to P651 million in December 2021.,0.9529338479042053,0.023160995915532112,0.023905105888843536
PGOLD_2021.csv,PGOLD,2021,"As at December 31, 2021 and 2020, total noncurrent liabilities amounted to P46,773 million or 33.5% of total assets and P45,869 million or 34.9% of total assets, respectively, for an increase of P904 million or 2.0% as at December 31, 2021.",0.8561921715736389,0.12280280888080597,0.021004939451813698
PGOLD_2021.csv,PGOLD,2021,"Lease liabilities amounted to P33,827 million or 24.3% of total assets and P32,731 million or 24.9% of total assets as at December 31, 2021 and 2020, respectively, or an increase of P1,096 million or 3.3% due to new stores opened during the year.",0.9298553466796875,0.052466679364442825,0.017677992582321167
PGOLD_2021.csv,PGOLD,2021,"Lon-term debt – net of current maturities and debt issue costs amounted to P11,650 million and P11,755 million as at December 31, 2021 and 2020, respectively, for a decrease of P105 million.",0.08123832941055298,0.021537642925977707,0.8972240686416626
PGOLD_2021.csv,PGOLD,2021,"In 2020, the Group issued a P12 billion long-term notes payable to various banks with interest rates ranging from 4.00% to 4.51% and terms of 7 and 10 years.",0.0465179905295372,0.938655436038971,0.014826573431491852
PGOLD_2021.csv,PGOLD,2021,"Retirement benefits liability amounted to P1,295 million and P1,383 million as at December 31, 2021 and 2020, respectively.",0.022352052852511406,0.936039924621582,0.0416080504655838
PGOLD_2021.csv,PGOLD,2021,"As at December 31, 2021 and 2020, total equity amounted to P75,476 million and P68,502 million, respectively, for an increase of P6,974 million or 10.2%.",0.9102411866188049,0.0777009129524231,0.012057826854288578
PGOLD_2021.csv,PGOLD,2021,"Capital stock amounted to P2,904 million as at December 31, 2021 and 2020.",0.025329435244202614,0.9525478482246399,0.022122737020254135
PGOLD_2021.csv,PGOLD,2021,"Additional paid in capital amounted to P25,362 million as at December 31, 2021 and 2020.",0.03987685218453407,0.9437345266342163,0.01638856902718544
PGOLD_2021.csv,PGOLD,2021,"Retained earnings amounted to P47,171 million and P40,426 million as at December 31, 2021 and 2020, respectively, or an increase of P6,745 million or 16.7% due to income made during the year, net of dividend payments  Net cash provided by operating activities amounted to P14,996 million, P14,703 million and P15,073 million for the years ended December 31, 2021, 2020 and 2019, respectively.",0.8893612027168274,0.09591850638389587,0.014720280654728413
PGOLD_2021.csv,PGOLD,2021,"Net cash used in investing activities amounted to P1,337 million, P5,776 million and P3,773 million for the years ended December 31, 2021, 2020 and 2019, respectively.",0.02874700352549553,0.9474091529846191,0.023843787610530853
PGOLD_2021.csv,PGOLD,2021,"Capital expenditures for acquisitions of equipment, furniture & fixtures, lands, construction of buildings and improvements on leased assets amounted to P3,682 million in 2021 and P3,208 million in 2020.",0.2841144800186157,0.6798743605613708,0.036011118441820145
PGOLD_2021.csv,PGOLD,2021,"Net cash used in financing activities amounted to P5,072 million for the year ended December 31, 2021, pertaining to lease payments and dividend payable..",0.03489995747804642,0.9447582960128784,0.0203417781740427
PGOLD_2021.csv,PGOLD,2021,"Net cash provided by financing activities amounted to P6,694 million in 2020 while net cash used amounted P4,904 million for the year ended December 31, 2019.",0.03501412272453308,0.9452421069145203,0.019743716344237328
PGOLD_2021.csv,PGOLD,2021,The group’s low leverage ratios would enable the parent company to raise additional equity or debt capital fundings from the capital market to finance strategic business acquisition possibilities should the opportunity arise.,0.6844016909599304,0.30440521240234375,0.011193090118467808
PGOLD_2021.csv,PGOLD,2021,The Group has significant exposure to the following financial risks primarily from its use of financial instruments:  Credit Risk  Liquidity Risk  Interest Rate Risk  Foreign Currency Risk The Group’s financial risk management objectives and policies are discussed in Note 29 of the Group’s audited consolidated financial statements.,0.04204128682613373,0.9394121766090393,0.018546557053923607
PGOLD_2021.csv,PGOLD,2021,"There are no known trends or any known demands, commitments, events or uncertainties that will result in or that are reasonably likely to result in the Group’s liquidity increasing or decreasing in any material way.",0.046530257910490036,0.14381058514118195,0.8096592426300049
PGOLD_2021.csv,PGOLD,2021,"There are no events that will trigger direct or contingent financial obligation that is material to the Group, including any default or acceleration of an obligation; There are no material off-balance sheet transactions, arrangements, obligations (including contingent obligations), and other relationships of the Group with unconsolidated entities or other persons created during the year.",0.016170207411050797,0.9195257425308228,0.06430401653051376
PGOLD_2021.csv,PGOLD,2021,There are no material commitments for capital expenditures other than those performed in the ordinary course of trade of business in line with the Group’s retail outlets expansion program.,0.08416960388422012,0.9046570658683777,0.011173361912369728
PGOLD_2021.csv,PGOLD,2021,"There are no known trends, events or uncertainties that have had or that are reasonably expected to have a material impact on the revenues or income from continuing operations.",0.030813267454504967,0.9394715428352356,0.02971518598496914
PGOLD_2021.csv,PGOLD,2021,,0.3591632843017578,0.4241849482059479,0.21665172278881073
