sentence,positive,neutral,negative
The compounded annual growth rate (CAGR) of the Bank’s asset levels from 2018 to 2020 was 5.5% driven by the 5.4% increase in loans.,0.48245471715927124,0.49697428941726685,0.020570995286107063
Deposits likewise increased over the same period by 3.2%.,0.9544404745101929,0.030200161039829254,0.015359373763203621
"Capital grew 15.7%, boosted by the May 2018 Stock Rights Offer and increasing annual profits, net of cash dividend payments.",0.9576808214187622,0.024372568354010582,0.017946520820260048
"Total resources reached P2.23 trillion, up P28.41 billion, or 1.3%, from last year’s P2.21 trillion.",0.9535102844238281,0.022755209356546402,0.023734577000141144
"Total deposits grew P20.83 billion, or 1.2% to P1.72 trillion, on the back of growth in demand and savings deposits of 15.7% and 16.9%, respectively.",0.955376386642456,0.02471710368990898,0.019906431436538696
"Derivative Financial Liabilities increased P2.78 billion, or 96.6%, due to increase in the fair value of liabilities related to foreign currency and interest rate swaps contracts.",0.9578338265419006,0.022851038724184036,0.019315164536237717
"On the other hand, Due to Bangko Sentral ng Pilipinas and other banks decreased by P1.46 billion, or 49.4%, on account of lower tax collected for the Bureau of Internal Revenues (BIR).",0.03249404579401016,0.012250587344169617,0.9552553296089172
"Manager’s checks and demand draft outstanding decreased by P1.19 billion, or 14.4%, on account of lower volume of outstanding manager’s checks as of December 2020.",0.008890881203114986,0.01651882380247116,0.9745902419090271
"Accrued taxes, interest and other expenses lower by P963 million, or 9.8%, on lower accrued interest payable.",0.06326426565647125,0.049462612718343735,0.8872730731964111
"Capital funds amounted to P279.84 billion, increased P10.26 billion, or 3.8%, higher than last year’s P269.58 billion.",0.9518924951553345,0.025656599551439285,0.02245085872709751
"Surplus contributed to the capital growth by P18.05 billion, or 12.2%, as a result of accumulated profits net of cash dividend payments.",0.938642144203186,0.045349158346652985,0.016008693724870682
"Reserves decreased by P4.69 billion, or 91.9%, representing required appropriation of general loan loss provisions in excess of PFRS9 loan loss provisions under BSP Circ.",0.010834886692464352,0.01555106695741415,0.9736140370368958
"Accumulated other comprehensive loss likewise increased by P3.46 billion, or 141.9%, due to recognition of lower actuarial losses on defined benefit plan.",0.9408556818962097,0.015791093930602074,0.04335329309105873
"On the asset side, loans and advances, net declined P67.92 billion, or 4.6%, due to lower growth mostly across business segments compared to 2019.",0.012820188887417316,0.018172448500990868,0.9690074324607849
"However, financial assets at fair value through OCI increased P76.28 billion, or 141.5%, largely due to the sale of hold to collect debt securities.",0.9550415277481079,0.025500643998384476,0.019457818940281868
"Due from Other Banks, increased P17.80 billion, or 79.6% while due from Bangko Sentral ng Pilipinas (BSP) increased P16.14 billion, or 7.8% due to higher volume of placements with various banks in BSP deposits.",0.9567375779151917,0.024073248729109764,0.019189156591892242
"Financial assets at fair value through profit and loss increased P13.10 billion, or 54.4%, due to increase in holdings of securities intended for trading.",0.956801176071167,0.022040385752916336,0.02115841768682003
"Deferred income tax assets, net grew P7.82 billion, or 80.6%, on account of the impairment losses setup for the period.",0.048986226320266724,0.8889585137367249,0.062055282294750214
"Interbank loans receivable and securities purchased under agreements to resell increased P7.68 billion, or 34.0%, due to higher volume placements of interbank term loans.",0.9569700360298157,0.02071983739733696,0.02231006510555744
"Other resources, net was higher by P1.44 billion, or 9.3%, primarily attributable to higher miscellaneous assets.",0.9565445780754089,0.024404216557741165,0.019051149487495422
"Assets attributable to insurance operations increased P935 million, or 5.3%, due to higher securities investments of the Bank’s non-life insurance affiliate.",0.9564405083656311,0.023883920162916183,0.019675519317388535
"Investments in subsidiaries and associates, net increased P764 million, or 11.3%, as a result of higher income from the leasing business.",0.932967483997345,0.05575741454958916,0.011275092139840126
"On the other hand, financial assets at amortized cost decreased P30.45 billion, or 11.1%, due to the net effect of the decrease in the Bank's various holdings in hold to collect securities.",0.06652770191431046,0.014723735861480236,0.9187485575675964
"Cash and other cash items was lower by P10.08 billion, or 21.3%, on account of lower cash requirement for the period as compared to year-end 2019.",0.0103602921590209,0.01809205301105976,0.9715476036071777
"Bank premises, furniture, fixtures and equipment, net decreased P4.92 billion, or 20.7%, as the booking of the Right-of-Use Asset for the Bank’s leased properties and equipment (PFRS 16) decreased from its first recognition in 2019.",0.009747336618602276,0.02244611456990242,0.9678066372871399
"Assets held for sale, net also declined P185 million, or 5.9%, due to sale of foreclosed properties and decline in building improvements.",0.010298406705260277,0.01534375548362732,0.9743578433990479
"The Bank’s loan portfolio mix is broken down into large corporates at 76.7%, small and medium enterprises (SMEs) at 4.6%, and consumer at 18.7%, compared to last year’s 76.6%, 4.9%, and 18.5%, respectively.",0.06151420250535011,0.8872688412666321,0.051216963678598404
Allowance for Impairment of P28.0 billion was up by P22.44 billion from last year’s P5.56 billion.,0.9546964168548584,0.024602143093943596,0.020701484754681587
"NPL ratio stood at 2.68%, compared to 1.66% in 2019.",0.4200870096683502,0.027193279936909676,0.5527197122573853
The Bank’s NPL ratio was below the preliminary industry ratio of 3.70% as of December 2020.,0.011888784356415272,0.040357306599617004,0.9477539658546448
"Details of the loan portfolio and asset quality are reflected in the 2020 Audited Financial Statements Note 10 and Note 26.1.3.1, respectively.",0.038516588509082794,0.9413496851921082,0.020133761689066887
"Customer deposits account for 88% of BPI’s total funding, while 8% is attributable to other borrowings.",0.05364248529076576,0.9326913356781006,0.01366623118519783
"The Bank’s liquidity ratios (Liquidity Coverage Ratio and Net Stable Funding Ratio) are also at record-highs, comfortably above the regulatory minimum of 100%.",0.9507026076316833,0.03287641704082489,0.016421012580394745
"Despite the slowdown in economic activity in 2020, there was strong demand from the debt capital market which lead to the successful completion of the Bank’s three bond issuances, all denominated in peso, including the country’s first social bonds, as follows:
2-year P15.3 billion Bonds 4.2423% issued on January 13, 2020;
1.5-year P33.89 billion Bonds 4.05% issued on March 27, 2020; and
1.75-year P21.5 billion Bonds 3.05% issued on August 7, 2020, also known as COVID Action Response (“CARE”) Bonds,
issued under the Bank’s Sustainable Funding Framework and its proceeds earmarked to finance micro and small and medium enterprises.",0.19802086055278778,0.7916166186332703,0.010362480767071247
"The Bank’s CASA Ratio was 79.6%, while the Loan-to-Deposit Ratio was 82.0%.",0.03169017657637596,0.9375872611999512,0.03072255477309227
"For further details on the Bank’s deposits, borrowings, and liquidity, refer to the 2020 Audited Financial Statements Notes 15, 16, and 26.3.1, respectively.",0.024971721693873405,0.9474502801895142,0.027578067034482956
"The Bank’s compounded annual net income in the last three years decline -1.5%, as the growth in pre-provision operating income was offset by the acceleration in impairment losses in anticipation of an increase in non-performing loans as a result of the COVID-19 pandemic.",0.09810859709978104,0.013751515187323093,0.8881398439407349
"Net interest income and non-interest income increased by 14.6% and 8.9%, respectively, while operating expenses registered a lower increase of 7.7% in the past three years.",0.9468297958374023,0.021161029115319252,0.03200918063521385
"On November 18, 2020, the Board of Directors approved the transfer of the Parent Bank’s majority ownership via the sale of BPI’s 2% share in BPI CTL to TCC, effective December 22, 2020.",0.08086931705474854,0.9094775319099426,0.009653162211179733
This resulted in a 49% to 51% ownership structure between BPI and TCC.,0.1467013955116272,0.8444981575012207,0.008800413459539413
"Accordingly, the Bank’s net income attributable to equity holders arising from continued operations reached P21.41 billion, decreased P7.39 billion, or 25.7%, from the P28.80 billion recognized in the prior year.",0.3495735228061676,0.01702404022216797,0.633402407169342
"Moreover, the decline in net income was primarily from the P28.0 billion impairment losses booked for the full year 2020, as the economic slowdown may lead to an increase in non-performing loans.",0.009683333337306976,0.016692109405994415,0.9736245274543762
"Total revenues for the year increased by 10.5%, to P101.92 billion, and operating expenses amounted to P48.15 billion, almost flat compared to previous year.",0.9528878331184387,0.018771599978208542,0.028340572491288185
"Net interest income stood at P72.26 billion, up P6.69 billion, or 10.2%, on account of the P119.81 billion, or 5.8%, expansion in average asset base, and 14-basis point expansion in margins.",0.9562029838562012,0.025042986497282982,0.018754014745354652
"Interest income decreased P4.18 billion, or 4.2%, compared from the P100.49 billion of the same period last year.",0.008895006030797958,0.01532959658652544,0.9757754802703857
"Interest income on loans and advances decreased P3.74 billion, or 4.4%, on the back of lower asset yields, down by 84 bps, which offset the effect of higher average loan volume, up by P122.8 billion.",0.010396013036370277,0.015085939317941666,0.9745181202888489
"Interest income on financial assets likewise decreased P657 million due to lower asset yield, despite higher average volume.",0.013741541653871536,0.015332997776567936,0.970925509929657
"However, interest income on deposits with BSP and other banks increased P222 million, or 12.9%, as both average volume and yield rose by P33.06 billion and 57 bps, respectively.",0.9558532238006592,0.0226371418684721,0.021509593352675438
"Interest expense of P24.04 billion, decreased P10.87 billion, or 31.1%, on the back of the decreases in both interest expense on deposits at P18.99 billion, down P9.89 billion, or 34.2%, and on bills payable and other borrowings at P5.06 billion, down P980 million, or 16.2%, due to higher average volume despite lower interest cost.",0.012981126084923744,0.013647804968059063,0.9733710289001465
"Other income at P29.66 billion, up P2.97 billion, or 11.1%, higher than the P26.69 billion earned in the same period of 2019.",0.9529459476470947,0.023172816261649132,0.023881226778030396
The increase was primarily from the net gains on disposals of investment securities at amortized cost at P4.65 billion.,0.9219152331352234,0.06548411399126053,0.012600641697645187
"Income attributable to insurance operations also increased P282 million, up 23.1%, to P1.51 billion, due to higher income contribution from the Bank’s life and non-life insurance affiliates.",0.958759069442749,0.02239784598350525,0.018842970952391624
"On the other hand, other operating income at P9.14 billion, decreased P1.13 billion, or 11.0%, due to decline in gain in asset sales and credit card income.",0.010521254502236843,0.015210846439003944,0.974267840385437
"Other expenses at P48.15 billion, decreased P190 million, or 0.4%, due to controlled spending: Compensation and fringe benefits at P18.01 billion, was up P636 million, or 3.7%, on increased manpower compensation and Bank contribution to retirement fund;
Occupancy and equipment-related expenses at P14.61 billion, down P129 million, or 0.9%, due lower rent and utilities
costs;
Other operating expenses a P15.54 billion, also decreased P697 million, or 4.3%, due to lower costs for advertising and publicity, and miscellaneous expenses.",0.02477692812681198,0.012064178474247456,0.9631588459014893
"Impairment losses stood at P28.0 billion, 5.0x more than the P5.56 billion set aside in 2019, due to pre-emptive provisioning on anticipated credit loss.",0.01017315499484539,0.019710687920451164,0.970116138458252
