sentence,positive,neutral,negative
Total Resources expanded 13% reaching P3.0 trillion as Gross Loans jumped 15% year- on-year funded mainly by a 14% increase in deposits.,0.9556941390037537,0.02521476149559021,0.019091133028268814
Cash and Other Cash Items rose 19% to P53.7 billion following deposit growth.,0.9562923312187195,0.02331235259771347,0.020395269617438316
Due from Other Banks increased 7% to P55.3 billion from higher placements and working balances with correspondent banks.,0.9603211879730225,0.022196991369128227,0.017481859773397446
"Investment Securities expanded 16% to P385.2 billion coming from a 38% and 24% increase in Financial Assets at Fair Value Through Profit and Loss (FVTPL) and Held-to- Collect (HTC) Securities, respectively.",0.9548619389533997,0.028063900768756866,0.01707414910197258
"Net Loans and Other Receivables climbed 16% to P2.1 trillion propelled by the growth in Customer Loans as well as a 31%, 21% and 6% increase in Interbank Loans, Securities Purchased Under Reverse Repurchase Agreements (SPURRA) and Other Receivables, respectively.",0.9570318460464478,0.022895684465765953,0.020072460174560547
Bank Premises went up 15% to P33.7 billion from branch expansion and improvements in the Bank’s distribution network.,0.9568010568618774,0.02509811706840992,0.018100755289196968
Investment Properties rose 10% to P19.8 billion on additional foreclosures and dacion payments.,0.9573881030082703,0.019552500918507576,0.023059412837028503
Deferred Tax Assets grew 12% to P8.3 billion resulting from the Bank’s retirement obligation.,0.953012228012085,0.027494685724377632,0.0194931011646986
"Deposit Liabilities climbed 14% year-on-year to P2.4 trillion fueled by a 33%, 7% and 27% expansion in Demand, Savings and Time deposits.",0.956230103969574,0.02327052690088749,0.020499316975474358
Bills Payable rose 10% to P143.6 billion primarily owing to the $150 million green bond in February 2018.,0.9571314454078674,0.023399602621793747,0.019468961283564568
Insurance Contract Liabilities went up 10% to P28.5 billion attributable to higher BDO Life business volumes.,0.9596043825149536,0.01944911852478981,0.020946577191352844
"Other Liabilities grew 12% to P92.0 billion primarily due to higher levels of accounts payable, accrued expenses, bills purchased contra-account and retirement benefit obligation.",0.9563055634498596,0.020964670926332474,0.02272977866232395
Total Equity hiked 10% to P328.1 billion from continued profitable operations.,0.9377763271331787,0.016180111095309258,0.046043511480093
"Total Contingent Accounts went up 8% to P1.9 trillion owing to the following:
Trust Department Accounts expanded 11% to P1.2 trillion on account of higher levels of managed funds.",0.9596496820449829,0.022013667970895767,0.018336568027734756
Export L/Cs Confirmed grew 163% to P6.2 billion with increased volume of trade transactions.,0.9595597982406616,0.02202274650335312,0.018417511135339737
"Bills for Collection as well as Late Deposits and Payments Received rose 109% and 86% to P10.7 billion and P2.7 billion, respectively, owing to higher volume of outstanding transactions as of year-end 2018.",0.958141565322876,0.020137831568717957,0.021720685064792633
Other Contingent Accounts climbed 13% to P361.2 billion on higher committed credit lines.,0.9582552909851074,0.02145339921116829,0.020291347056627274
"Increased treasury trading activities resulted in growth in Spot Exchange Bought, Forward Exchange Sold and Interest Rate Swap Receivables and Payables.",0.7803701758384705,0.21001948416233063,0.009610363282263279
"Meantime, Spot Exchange Sold, Forward Exchange Bought as well as Interest Rate Futures Sold dropped year-on-year.",0.00882395077496767,0.019885649904608727,0.9712902903556824
