sentence,positive,neutral,negative
Full year consolidated service revenues reached ₱140.2 billion in 2018 from ₱127.9 billion last year due to the sustained data revenue growth across all business segments.,0.9413901567459106,0.022387266159057617,0.03622259199619293
"Mobile revenues were up 9% to ₱106.9 billion from last year's ₱98.5 billion, coming largely from Prepaid, resulting from increased data consumption and higher top-ups.",0.9589365124702454,0.020151307806372643,0.020912205800414085
"Home Broadband posted a 19% increase from a year ago, due to the strong subscriber growth boosted by the growing demand for faster internet connectivity.",0.956231951713562,0.024619532749056816,0.019148558378219604
Corporate Data likewise grew by 15% from the ₱10.3 billion reported last year.,0.9574313759803772,0.021403925493359566,0.021164672449231148
"Including the impact of PFRS 15, total consolidated service revenues for the period stood at ₱132.9 billion.",0.05414090305566788,0.9179426431655884,0.027916477993130684
 Total operating expenses and subsidy slightly increased by 1% year-on-year to P75.4 billion from P74.6 billion a year ago.,0.9547458291053772,0.01990983448922634,0.025344379246234894
"This was primarily driven by the significant declines in interconnect, provisions and subsidy.",0.028743259608745575,0.03434640169143677,0.9369103312492371
"In addition, the Company’s cost control initiatives contributed in keeping its expenses low, despite supporting all existing network projects in response to the growing business’ demands.",0.9511730074882507,0.031880758702754974,0.016946209594607353
"Including the impact of PFRS adjustments, total operating expenses and subsidy as of end-December 2018 amounted to P67.7 billion.",0.025765718892216682,0.8753600716590881,0.09887421131134033
" Globe’s consolidated EBITDA reached P64.9 billion, surpassing last year’s level of P53.3 billion, due mainly to the strong topline and minimal growth in operating expenses.",0.9578877091407776,0.02408476546406746,0.01802748255431652
"EBITDA margin for 2018 was at 46%, higher versus last year’s margin of 42%.",0.9590694308280945,0.02533942088484764,0.015591197647154331
"Including the impact of the PFRS adjustments, Globe’s consolidated EBITDA for the period stood at P65.1 billion, while EBITDA margin was at 49%.",0.06273749470710754,0.8810285925865173,0.056233957409858704
" Total depreciation expenses posted an 11% increase to P30.4 billion from the P27.5 billion reported in 2017, given Globe’s higher capital investments.",0.9556171298027039,0.02004905976355076,0.024333812296390533
