sentence,positive,neutral,negative
"The following discussion and analysis of financial position and results of operations of ACEN be read in conjunction with the unaudited consolidated financial statements as at 31 December 2020, the audited consolidated financial statements as at 31 December 2019 (the “2019 Conso AFS”), and the restated 2019 Conso AFS.",0.029913121834397316,0.9465320110321045,0.023554781451821327
"The Company posted consolidated net income attributable to parent amounting to P=3,753.81 million for the year ended 31 December 2020 compared to P=57.65 million restated net income attributable to the parent in the same period last year.",0.5869338512420654,0.025292398408055305,0.3877737820148468
The increase in revenue from sale of electricity was primarily due to higher energy sales from the Company's power supply business as a result of the new contracts.,0.9436550140380859,0.04385267570614815,0.012492268346250057
"Despite increase in energy sales, cost of sale of electricity for the twelve-month period ending 31 December 2020 declined mainly due to lower WESM prices especially during the first half of the year compared to same period last year.",0.018791714683175087,0.020601529628038406,0.9606067538261414
"General and administrative expenses increased due to personnel integration-related expenses, management fees paid to AC Energy, documentary stamp taxes on share issuances, advances and borrowings and provision for oil spill expenses before insurance recovery.",0.04257889464497566,0.01659437268972397,0.9408267736434937
Interest and other finance charges is higher due to availment of new long-term and short-term loans from November 2019 to December 2020.,0.8952153325080872,0.08561904728412628,0.019165541976690292
"This was also driven by higher interest accretion on lease liabilities with additional lease contracts consolidated in the group following the asset swap with AC Energy, as well as new contracts in 2019.",0.9318118095397949,0.030902918428182602,0.03728526085615158
Higher equity in net income of associates and JV was posted in 2020 compared to same period last year mainly attributed to income contribution from Philippine Wind Holdings Corporation (“PhilWind”) with the transfer of indirect interest from AC Energy through asset swap together with acquisition of PINAI’s interest in February 2020.,0.9528821110725403,0.028056519106030464,0.01906134933233261
Other income in 2020 is higher than 2019 attributed to foreign exchange gain and advisory service fee pursuant to ACEN’s Service Agreement with a third party rendered during first quarter of 2020.,0.9553889036178589,0.028714222833514214,0.01589679904282093
"Fuel & spare parts went up as a result of SLTEC’s purchases of spare parts and other direct materials for maintenance works, coupled with ACEN’s purchases of bunker fuel, together with settlement of fuel commodity swaps which are unconsumed as of year-end.",0.9527094960212708,0.029637107625603676,0.017653362825512886
Creditable withholding tax (“CWT”) went up due to improvements in collection of ACEN’s receivable from retail customers and unutilized CWT.,0.9561202526092529,0.027086008340120316,0.016793640330433846
Other current assets increased primarily due to SLTEC’s prepayments of taxes and insurance as well as advances to contractors.,0.8711366057395935,0.12114371359348297,0.007719696965068579
Acquisition of ISLASOL and SACASOL also contributed to the increase of the group’s other current assets.,0.9403478503227234,0.048595868051052094,0.011056249961256981
"Assets held for sale was reclassified back to plant, property and equipment as the Group changed its intention of selling to using the assets of One Subic Oil Distribution Corp. for future projects.",0.041177328675985336,0.9366979598999023,0.022124694660305977
