sentence,positive,neutral,negative
"The compounded annual growth rate (CAGR) of the Bank’s asset levels from 2016 to 2018 was 11.2%, driven by the 7.5% increase in deposits.",0.8742718696594238,0.11200670152902603,0.013721446506679058
Loans likewise increased over the same period by 7.5%.,0.9523932337760925,0.0321318693459034,0.015474922023713589
Capital growth of 18.3% owing to the impact of the May 2018 P50 billion SRO.,0.8682586550712585,0.12097529321908951,0.010766031220555305
"Total resources reached P2.09 trillion, P181.3 billion, or 9.5% higher than last year’s P1.90 trillion.",0.9448580741882324,0.029766641557216644,0.025375310331583023
"Total deposits grew P23.5 billion, or 1.5% to P1.59 trillion, on the back of savings and demand deposit growth of P23.0 billion, or 2.7%, and P4.0 billion or 1.6%, respectively.",0.9563350677490234,0.023163877427577972,0.020501047372817993
"Other borrowed funds increased by P83.4 billion, or 99.8% largely due to the 2018 dollar and peso bond issuances.",0.9505550265312195,0.03086000308394432,0.018584970384836197
"Deferred credits and other liabilities increased by P3.1 billion, or 7.9% due to higher accounts payable obligations.",0.9564427137374878,0.01973124034702778,0.023826109245419502
Due to Bangko Sentral ng Pilipinas and other banks increased by P2.8 billion or 227.5% due to higher obligations to BSP.,0.9554558396339417,0.024332264438271523,0.020211853086948395
"Accrued taxes, interest and other expenses rose by P1.9 billion or 27.3% on higher accrual of year end taxes and interest payable.",0.9579272270202637,0.02080925926566124,0.021263474598526955
"Derivative Financial Liabilities declined by P0.9 billion, or 18.7% due to lower market valuation of certain derivative products.",0.015552694909274578,0.015277841128408909,0.9691693782806396
"Capital funds amounted to P248.5 billion, P67.8 billion, or 37.5% higher than last year’s P180.7 billion.",0.9085625410079956,0.06735728681087494,0.024080101400613785
"Share capital and share premium contributed to the capital growth by P5.6 billion, or 14.3% and P44.4 billion, or 149.2%, respectively, due to the May 2018 Stock Rights Offer.",0.8986911773681641,0.09085267782211304,0.010456064715981483
"Surplus also increased P11.0 billion, or 9.5% due to higher accumulated profits net of cash dividends for the period.",0.9598415493965149,0.018354538828134537,0.02180393971502781
"Reserves likewise increased by P3.8 billion, or 1,150.0% representing appropriation of general loan loss provisions in excess of PFRS9 loan loss provisions under BSP Circ.",0.9546985626220703,0.0234315637499094,0.021869920194149017
"Accumulated other comprehensive loss also decreased by P2.9 billion, or 57.2% due to transition to PFRS 9.",0.016222888603806496,0.020254189148545265,0.9635229110717773
"On the asset side, loans and advances increased P152.6 billion, or 12.7% driven by higher loan demand from corporate and credit card loans.",0.9587941765785217,0.022548114880919456,0.01865779608488083
"Interbank loans receivable and securities purchased under agreements to resell amounted to P34.3 billion, an increase of P15.7 billion, or 84.7% on account of higher volume of RRP placements and interbank term loans.",0.9529264569282532,0.029196973890066147,0.017876574769616127
"Financial assets at fair value through OCI likewise increased P13.9 billion, or 59.6% on higher deployment activities post-EMTN, peso bond issuance and liquidity assets build up towards year-end.",0.9581553339958191,0.02310137264430523,0.01874328963458538
"Cash and Other Cash items grew P8.4 billion, or 23.9% on account of higher cash requirement for the period as compared to year-end 2017.",0.9552426934242249,0.020096223801374435,0.024661079049110413
"Trading securities increased by P7.4 billion, or 138.0%, due to market view of declining rates.",0.9538875222206116,0.0167370717972517,0.029375357553362846
"Other resources, net amounted to P22.1 billion, P6.3 billion, or 40.2% on account of higher miscellaneous assets.",0.08364691585302353,0.8931127786636353,0.023240357637405396
"Bank premises, furniture, fixtures and equipment, net increased by P1.2 billion, or 7.9% due to land and building premises, renovations and leasehold improvements.",0.5313312411308289,0.4564226567745209,0.01224606204777956
"Deferred income tax assets, net grew P444 million, or 5.5% on account of the impairment losses setup for the period.",0.04272335022687912,0.8951252102851868,0.06215136498212814
"On the other hand, Assets held for sale decreased by P215 million, or 6.0%, due to higher sell down of foreclosed properties.",0.034479402005672455,0.0139082046225667,0.9516124129295349
"Investments in subsidiaries and associates, net declined P727 million, or 11.4% on account of the decrease in the Bank’s share in the net income from BPI-Philam.",0.023598549887537956,0.08931957185268402,0.8870819807052612
"Derivative financial assets decreased by P0.9 billion, or 19.0%, due to lower fair value on certain derivative positions.",0.01478633563965559,0.015388837084174156,0.9698249101638794
"Due from Other Banks, declined by P1.9 billion, or 13.4%, on lower working balances and placements maintained with foreign correspondent banks.",0.012369532138109207,0.014466200023889542,0.9731641411781311
"Due from Bangko Sentral ng Pilipinas (BSP) likewise decreased by P30.0 billion, or 11.7% due to cut in reserve requirements.",0.020764628425240517,0.011981377378106117,0.9672539830207825
"The Bank’s loan portfolio mix is broken down into large corporates at 76%, SMEs at 6%, and consumer at 18% as compared to last year’s 74%, 7%, and 19%, respectively.",0.047980744391679764,0.9220024347305298,0.030016828328371048
"In January 2018, the Bank adopted the expected credit loss (ECL) models required under the Philippine Financial Reporting Standards (PFRS 9) as the basis for the provisioning for loan losses.",0.037008073180913925,0.9242162108421326,0.03877565264701843
"Reporting under this new standard, allowance for Impairment of P22.9 billion was up by P2.2 billion from last year’s P20.7 billion and also higher than 2016’s P18.7 billion.",0.9573311805725098,0.022909164428710938,0.019759677350521088
941 which amended regulations on past due and nonperforming loans (NPL).,0.04861012101173401,0.8690966963768005,0.08229319006204605
"Under this new reporting classification, the Bank ended the year with an NPL ratio of 1.85%.",0.13021062314510345,0.8347706198692322,0.03501876816153526
"Prior years December 2017 and December 2016 followed BSP circular 772 (30-day net NPL ratio, net of fully reserved accounts) and ended at the same ratio of 0.5%.",0.032999638468027115,0.9044762253761292,0.06252410262823105
The Bank’s NPL ratio was slightly below industry average of 1.81% as of December 2018.,0.035157460719347,0.0870838612318039,0.8777586817741394
"BPI shall prudently manage its lending activity and will always be mindful of the credit risks, potential or otherwise, that may be posed by the shifting environment.",0.10849984735250473,0.8746130466461182,0.01688707247376442
